trade_date,食品饮料,电力设备,电子,医药生物,有色金属,银行
2025-07-18,16921.18,7326.92,4719.71,8420.73,5294.21,4511.14
2025-07-21,16933.29,7477.57,4741.71,8436.54,5421.69,4476.38
2025-07-22,17226.07,7616.04,4730.38,8443.4,5531.18,4432.35
2025-07-23,17211.52,7524.48,4728.85,8436.11,5509.18,4450.15
2025-07-24,17333.39,7612.81,4788.65,8598.12,5662.11,4387.02
2025-07-25,17046.54,7548.79,4854.41,8580.75,5648.91,4381.5
2025-07-28,16946.57,7583.94,4907.78,8706.81,5621.52,4382.12
2025-07-29,16897.4,7662.41,4977.3,8886.1,5606.22,4329.88
2025-07-30,17042.3,7492.05,4946.0,8882.67,5570.96,4357.13
2025-07-31,16677.44,7311.64,4913.73,8833.95,5393.43,4335.15
2025-08-01,16676.01,7350.91,4867.86,8833.56,5388.2,4344.82
2025-08-04,16707.82,7403.1,4910.17,8880.7,5488.95,4377.59
2025-08-05,16846.19,7449.23,4938.5,8891.5,5513.16,4447.3
2025-08-06,16833.55,7502.42,4983.75,8833.6,5573.09,4441.26
2025-08-07,16870.13,7447.23,5006.02,8752.5,5640.04,4459.7
2025-08-08,16781.2,7493.71,4948.23,8759.57,5699.68,4445.77
2025-08-11,17024.8,7646.6,5035.26,8884.32,5720.83,4400.65
2025-08-12,16953.15,7639.21,5129.8,8863.9,5697.8,4414.97
2025-08-13,16881.82,7765.82,5232.7,9017.68,5832.9,4368.12
2025-08-14,16854.9,7711.4,5189.01,8925.2,5777.23,4367.46
2025-08-15,16861.07,7931.06,5295.44,9029.09,5905.88,4303.74
2025-08-18,16952.28,8035.7,5426.93,9125.49,5913.92,4317.84
2025-08-19,17128.31,8018.92,5415.91,9076.46,5892.45,4323.51
2025-08-20,17366.75,8055.44,5541.52,9070.44,5961.83,4343.36
2025-08-21,17325.83,7976.55,5504.08,9090.3,5927.99,4370.52
2025-08-22,17416.22,8111.74,5769.27,9123.74,5984.59,4357.56
2025-08-25,17863.83,8265.17,5888.91,9308.26,6261.89,4389.83
2025-08-26,17856.22,8244.41,5877.3,9206.65,6248.97,4361.09
2025-08-27,17432.12,8081.51,5853.55,8955.58,6179.97,4281.12
2025-08-28,17366.67,8180.03,6177.3,8937.52,6260.6,4297.32
2025-08-29,17786.45,8435.46,6131.74,9064.19,6413.26,4264.77
2025-09-01,17757.95,8488.8,6218.8,9316.77,6635.29,4220.8
2025-09-02,17758.38,8367.1,5979.27,9217.84,6564.04,4303.25
2025-09-03,17529.06,8487.28,5907.76,9213.17,6510.65,4252.41
2025-09-04,17514.42,8451.63,5607.55,8974.44,6273.23,4286.12
2025-09-05,17612.7,9058.99,5851.75,9191.21,6548.93,4243.9
2025-09-08,17849.27,9141.79,5851.82,9323.49,6550.64,4218.66
2025-09-09,17869.57,9021.66,5693.9,9145.87,6599.61,4253.63
2025-09-10,17900.47,8915.45,5795.35,9109.73,6542.01,4258.85
2025-09-11,17980.62,9132.37,6140.5,9132.42,6665.04,4281.01
2025-09-12,17802.98,9107.28,6211.61,9157.77,6795.38,4216.08
2025-09-15,17768.6,9309.88,6209.29,9161.73,6740.18,4178.07
2025-09-16,17700.44,9336.8,6290.91,9162.85,6673.36,4130.01
2025-09-17,17612.04,9574.91,6366.13,9141.56,6683.57,4114.38
2025-09-18,17332.27,9437.19,6425.42,9096.29,6445.59,4035.93
2025-09-19,17352.33,9386.8,6395.36,8968.05,6522.39,4038.44
2025-09-22,17142.94,9412.02,6632.57,8956.5,6586.25,3996.24
2025-09-23,17034.52,9452.74,6628.59,8783.5,6536.3,4057.07
2025-09-24,17047.88,9725.34,6811.73,8926.41,6626.22,4042.62
2025-09-25,16945.49,9880.61,6807.12,8943.55,6750.06,4015.93
2025-09-26,16919.9,9749.37,6620.15,8770.86,6752.28,4018.96
2025-09-29,17130.88,10048.99,6724.97,8785.7,7007.58,4000.3
2025-09-30,17049.15,10221.22,6803.98,8909.13,7233.5,3970.79
2025-10-09,16999.74,10428.72,6952.4,8923.38,7783.14,3963.49
2025-10-10,17022.92,9963.15,6624.84,8802.13,7554.83,3981.95
2025-10-13,16849.13,9895.44,6621.26,8673.06,7807.9,4011.35
2025-10-14,17134.22,9661.64,6314.05,8539.19,7521.91,4111.92
2025-10-15,17266.46,9924.4,6458.65,8716.52,7633.71,4134.49
2025-10-16,17433.78,9930.59,6419.98,8734.26,7476.09,4190.35
2025-10-17,17168.83,9435.18,6152.03,8583.87,7322.8,4176.85
2025-10-20,17147.7,9580.01,6236.9,8621.48,7224.74,4172.65
2025-10-21,17186.68,9753.94,6454.91,8704.09,7327.28,4186.35
2025-10-22,17128.96,9627.83,6416.39,8671.28,7227.73,4227.01
2025-10-23,17209.71,9684.32,6373.59,8618.84,7300.58,4253.91
2025-10-24,17005.97,9897.67,6674.42,8633.42,7405.69,4235.5
2025-10-27,16971.75,9969.7,6871.92,8710.46,7582.46,4237.79
2025-10-28,16970.36,9954.66,6846.17,8647.68,7376.03,4230.69
2025-10-29,16875.3,10431.7,6925.59,8686.88,7692.09,4146.8
2025-10-30,16831.62,10393.73,6771.1,8539.43,7752.85,4149.65
2025-10-31,16967.17,10321.86,6563.99,8746.44,7595.37,4143.81
2025-11-03,17026.09,10418.38,6558.87,8748.9,7503.48,4199.01
2025-11-04,16864.14,10205.25,6465.82,8576.63,7275.48,4284.33
2025-11-05,16817.86,10551.93,6453.36,8569.02,7319.55,4282.65
2025-11-06,16874.33,10728.43,6647.03,8566.4,7542.88,4264.45
2025-11-07,16871.88,10836.31,6557.77,8536.77,7592.23,4259.34
2025-11-10,17414.49,10718.07,6524.04,8643.47,7618.95,4286.01
2025-11-11,17427.51,10722.67,6410.62,8639.9,7530.78,4301.16
2025-11-12,17461.83,10497.5,6382.61,8692.66,7527.67,4322.59
2025-11-13,17552.56,10950.05,6444.32,8802.97,7829.42,4320.59
2025-11-14,17346.93,10749.97,6245.14,8817.63,7673.43,4331.72
2025-11-17,17401.9,10675.71,6255.55,8665.0,7620.26,4275.07
2025-11-18,17407.01,10359.01,6263.22,8590.67,7406.66,4260.58
2025-11-19,17340.88,10344.69,6207.04,8480.85,7583.59,4299.57
2025-11-20,17249.18,10141.96,6159.61,8437.13,7552.47,4336.67
2025-11-21,17097.72,9617.17,5877.4,8211.14,7155.23,4293.15
2025-11-24,17002.47,9664.68,5914.97,8313.97,7120.92,4259.04
2025-11-25,17015.14,9819.83,6041.39,8395.35,7293.12,4315.61
2025-11-26,17042.0,9813.11,6136.82,8451.47,7272.32,4281.63
2025-11-27,17031.74,9831.73,6152.98,8418.5,7291.32,4303.27
2025-11-28,17110.46,9962.15,6232.95,8430.03,7396.64,4267.63
2025-12-01,17139.84,10018.59,6331.68,8460.08,7607.77,4299.99
2025-12-02,17033.82,9899.94,6284.17,8355.82,7504.43,4300.14
2025-12-03,16915.02,9798.82,6225.92,8332.47,7551.99,4260.56
2025-12-04,16710.95,9825.21,6274.25,8331.81,7576.91,4242.12
2025-12-05,16785.04,9983.62,6300.64,8367.75,7792.0,4217.35
2025-12-08,16654.9,10117.5,6464.46,8377.64,7846.97,4218.18
2025-12-09,16494.74,10074.08,6515.04,8311.8,7609.59,4215.44
2025-12-10,16512.62,9986.79,6489.34,8329.85,7688.37,4148.81
2025-12-11,16443.9,9961.5,6373.64,8266.48,7640.36,4155.95
2025-12-12,16511.99,10102.7,6466.55,8280.55,7755.27,4142.67
2025-12-15,16622.89,9986.55,6309.88,8182.85,7715.84,4139.12
2025-12-16,16619.93,9721.09,6214.95,8041.89,7499.07,4116.56
2025-12-17,16696.11,9924.0,6369.08,8140.26,7726.3,4121.35
2025-12-18,16640.82,9703.86,6272.81,8165.09,7720.83,4202.65
2025-12-19,16685.08,9787.33,6254.54,8269.04,7868.84,4183.98
2025-12-22,16665.51,9890.33,6418.11,8251.09,8056.21,4162.12
2025-12-23,16581.73,10001.05,6455.5,8213.99,8090.2,4177.6
2025-12-24,16521.46,10104.44,6592.48,8233.31,8139.52,4164.9
2025-12-25,16661.87,10170.4,6611.7,8281.82,8076.79,4157.5
2025-12-26,16592.03,10312.68,6564.94,8254.26,8374.47,4141.6
